latestentry,ODS,supplier
2019-08-01 00:00:00+00:00,C82013,TPP
2019-08-01 00:00:00+00:00,C82014,TPP
2019-08-01 00:00:00+00:00,C82017,TPP
2019-08-01 00:00:00+00:00,C82018,TPP
2019-08-01 00:00:00+00:00,C82019,TPP
2019-08-01 00:00:00+00:00,C82020,TPP
2019-08-01 00:00:00+00:00,C82021,TPP
2019-08-01 00:00:00+00:00,C82024,TPP
2019-08-01 00:00:00+00:00,C82025,TPP
2019-08-01 00:00:00+00:00,C82026,TPP
2019-08-01 00:00:00+00:00,C82027,TPP
2019-08-01 00:00:00+00:00,C82028,TPP
2019-08-01 00:00:00+00:00,C82029,TPP
2019-08-01 00:00:00+00:00,C82030,TPP
2019-08-01 00:00:00+00:00,C82031,TPP
2019-08-01 00:00:00+00:00,C82032,TPP
2019-08-01 00:00:00+00:00,C82033,TPP
2019-08-01 00:00:00+00:00,C82035,TPP
2019-08-01 00:00:00+00:00,C82037,TPP
2019-08-01 00:00:00+00:00,C82038,TPP
2019-08-01 00:00:00+00:00,C82039,TPP
2019-08-01 00:00:00+00:00,C82040,TPP
2019-08-01 00:00:00+00:00,C82041,TPP
2019-08-01 00:00:00+00:00,C82045,TPP
2019-08-01 00:00:00+00:00,C82046,TPP
2019-08-01 00:00:00+00:00,C82047,TPP
2019-08-01 00:00:00+00:00,C82050,TPP
2019-08-01 00:00:00+00:00,C82051,TPP
2019-08-01 00:00:00+00:00,C82052,TPP
2019-08-01 00:00:00+00:00,C82053,TPP
2019-08-01 00:00:00+00:00,C82054,TPP
2019-08-01 00:00:00+00:00,C82055,TPP
2019-08-01 00:00:00+00:00,C82056,TPP
2019-08-01 00:00:00+00:00,C82059,TPP
2019-08-01 00:00:00+00:00,C82060,TPP
2019-08-01 00:00:00+00:00,C82061,TPP
2019-08-01 00:00:00+00:00,C82062,TPP
2019-08-01 00:00:00+00:00,C82063,TPP
2019-08-01 00:00:00+00:00,C82064,TPP
2019-08-01 00:00:00+00:00,C82066,TPP
2019-08-01 00:00:00+00:00,C82067,TPP
2019-08-01 00:00:00+00:00,C82068,TPP
2019-08-01 00:00:00+00:00,C82070,TPP
2019-08-01 00:00:00+00:00,C82071,TPP
2019-08-01 00:00:00+00:00,C82072,TPP
2019-08-01 00:00:00+00:00,C82073,TPP
2019-08-01 00:00:00+00:00,C82075,TPP
2019-08-01 00:00:00+00:00,C82076,TPP
2019-08-01 00:00:00+00:00,C82077,TPP
2019-08-01 00:00:00+00:00,C82078,TPP
2019-08-01 00:00:00+00:00,C82079,TPP
2019-08-01 00:00:00+00:00,C82080,TPP
2019-08-01 00:00:00+00:00,C82081,TPP
2019-08-01 00:00:00+00:00,C82082,TPP
2019-08-01 00:00:00+00:00,C82084,TPP
2019-08-01 00:00:00+00:00,C82086,TPP
2019-08-01 00:00:00+00:00,C82088,TPP
2019-08-01 00:00:00+00:00,C82091,TPP
2019-08-01 00:00:00+00:00,C82092,TPP
2019-08-01 00:00:00+00:00,C82093,TPP
2019-08-01 00:00:00+00:00,C82094,TPP
2019-08-01 00:00:00+00:00,C82095,TPP
2019-08-01 00:00:00+00:00,C82096,TPP
2019-08-01 00:00:00+00:00,C82097,TPP
2019-08-01 00:00:00+00:00,C82098,TPP
2019-08-01 00:00:00+00:00,C82099,TPP
2019-08-01 00:00:00+00:00,C82100,TPP
2019-08-01 00:00:00+00:00,C82103,TPP
2019-08-01 00:00:00+00:00,C82105,TPP
2019-08-01 00:00:00+00:00,C82107,TPP
2019-08-01 00:00:00+00:00,C82111,TPP
2019-08-01 00:00:00+00:00,C82114,TPP
2019-08-01 00:00:00+00:00,C82116,TPP
2019-08-01 00:00:00+00:00,C82119,TPP
2019-08-01 00:00:00+00:00,C82120,TPP
2019-08-01 00:00:00+00:00,C82121,TPP
2019-08-01 00:00:00+00:00,C82122,TPP
2019-08-01 00:00:00+00:00,C82124,TPP
2019-08-01 00:00:00+00:00,C82610,TPP
2019-08-01 00:00:00+00:00,C82611,TPP
2019-08-01 00:00:00+00:00,C82614,TPP
2019-08-01 00:00:00+00:00,C82620,TPP
2019-08-01 00:00:00+00:00,C82623,TPP
2019-08-01 00:00:00+00:00,C82624,TPP
2019-08-01 00:00:00+00:00,C82625,TPP
2019-08-01 00:00:00+00:00,C82626,TPP
2019-08-01 00:00:00+00:00,C82628,TPP
2019-08-01 00:00:00+00:00,C82631,TPP
2019-08-01 00:00:00+00:00,C82634,TPP
2019-08-01 00:00:00+00:00,C82639,TPP
2019-08-01 00:00:00+00:00,C82642,TPP
2019-08-01 00:00:00+00:00,C82643,TPP
2019-08-01 00:00:00+00:00,C82644,TPP
2019-08-01 00:00:00+00:00,C82649,TPP
2019-08-01 00:00:00+00:00,C82651,TPP
2019-08-01 00:00:00+00:00,C82653,TPP
2019-08-01 00:00:00+00:00,C82656,TPP
2019-08-01 00:00:00+00:00,C82657,TPP
2019-08-01 00:00:00+00:00,C82659,TPP
2019-08-01 00:00:00+00:00,C82660,TPP
2019-08-01 00:00:00+00:00,C82662,TPP
2019-08-01 00:00:00+00:00,C82663,TPP
2019-08-01 00:00:00+00:00,C82667,TPP
2019-08-01 00:00:00+00:00,C82669,TPP
2019-08-01 00:00:00+00:00,C82670,TPP
2019-08-01 00:00:00+00:00,C82671,TPP
2019-08-01 00:00:00+00:00,C82678,TPP
2019-08-01 00:00:00+00:00,C82680,TPP
2019-08-01 00:00:00+00:00,C83001,TPP
2019-08-01 00:00:00+00:00,C83002,TPP
2019-08-01 00:00:00+00:00,C83004,TPP
2019-08-01 00:00:00+00:00,C83005,TPP
2019-08-01 00:00:00+00:00,C83007,TPP
2019-08-01 00:00:00+00:00,C83008,TPP
2019-08-01 00:00:00+00:00,C83009,TPP
2019-08-01 00:00:00+00:00,C83010,TPP
2019-08-01 00:00:00+00:00,C83011,TPP
2019-08-01 00:00:00+00:00,C83013,TPP
2019-08-01 00:00:00+00:00,C83014,TPP
2019-08-01 00:00:00+00:00,C83015,TPP
2019-08-01 00:00:00+00:00,C83016,TPP
2019-08-01 00:00:00+00:00,C83018,TPP
2019-08-01 00:00:00+00:00,C83019,TPP
2019-08-01 00:00:00+00:00,C83020,TPP
2019-08-01 00:00:00+00:00,C83021,TPP
2019-08-01 00:00:00+00:00,C83022,TPP
2019-08-01 00:00:00+00:00,C83023,TPP
2019-08-01 00:00:00+00:00,C83024,TPP
2019-08-01 00:00:00+00:00,C83025,TPP
2019-08-01 00:00:00+00:00,C83027,TPP
2019-08-01 00:00:00+00:00,C83028,TPP
2019-08-01 00:00:00+00:00,C83030,TPP
2019-08-01 00:00:00+00:00,C83031,TPP
2019-08-01 00:00:00+00:00,C83032,TPP
2019-08-01 00:00:00+00:00,C83033,TPP
2019-08-01 00:00:00+00:00,C83035,TPP
2019-08-01 00:00:00+00:00,C83037,TPP
2019-08-01 00:00:00+00:00,C83040,TPP
2019-08-01 00:00:00+00:00,C83041,TPP
2019-08-01 00:00:00+00:00,C83042,TPP
2019-08-01 00:00:00+00:00,C83043,TPP
2019-08-01 00:00:00+00:00,C83045,TPP
2019-08-01 00:00:00+00:00,C83046,TPP
2019-08-01 00:00:00+00:00,C83048,TPP
2019-08-01 00:00:00+00:00,C83049,TPP
2019-08-01 00:00:00+00:00,C83051,TPP
2019-08-01 00:00:00+00:00,C83052,TPP
2019-08-01 00:00:00+00:00,C83055,TPP
2019-08-01 00:00:00+00:00,C83056,TPP
2019-08-01 00:00:00+00:00,C83057,TPP
2019-08-01 00:00:00+00:00,C83058,TPP
2019-08-01 00:00:00+00:00,C83059,TPP
2019-08-01 00:00:00+00:00,C83060,TPP
2019-08-01 00:00:00+00:00,C83061,TPP
2019-08-01 00:00:00+00:00,C83062,TPP
2019-08-01 00:00:00+00:00,C83064,TPP
2019-08-01 00:00:00+00:00,C83065,TPP
2019-08-01 00:00:00+00:00,C83067,TPP
2019-08-01 00:00:00+00:00,C83071,TPP
2019-08-01 00:00:00+00:00,C83072,TPP
2019-08-01 00:00:00+00:00,C83073,TPP
2019-08-01 00:00:00+00:00,C83074,TPP
2019-08-01 00:00:00+00:00,C83075,TPP
2019-08-01 00:00:00+00:00,C83078,TPP
2019-08-01 00:00:00+00:00,C83079,TPP
2019-08-01 00:00:00+00:00,C83080,TPP
2019-08-01 00:00:00+00:00,C83082,TPP
2019-08-01 00:00:00+00:00,C83083,TPP
2019-08-01 00:00:00+00:00,C83085,TPP
2019-08-01 00:00:00+00:00,C83611,TPP
2019-08-01 00:00:00+00:00,C83626,TPP
2019-08-01 00:00:00+00:00,C83631,TPP
2019-08-01 00:00:00+00:00,C83633,TPP
2019-08-01 00:00:00+00:00,C83635,TPP
2019-08-01 00:00:00+00:00,C83637,TPP
2019-08-01 00:00:00+00:00,C83641,TPP
2019-08-01 00:00:00+00:00,C83643,TPP
2019-08-01 00:00:00+00:00,C83650,TPP
2019-08-01 00:00:00+00:00,C84001,TPP
2019-08-01 00:00:00+00:00,C84002,TPP
2019-08-01 00:00:00+00:00,C84003,TPP
2019-08-01 00:00:00+00:00,C84004,TPP
2019-08-01 00:00:00+00:00,C84005,TPP
2019-08-01 00:00:00+00:00,C84009,TPP
2019-08-01 00:00:00+00:00,C84010,TPP
2019-08-01 00:00:00+00:00,C84012,TPP
2019-08-01 00:00:00+00:00,C84013,TPP
2019-08-01 00:00:00+00:00,C84014,TPP
2019-08-01 00:00:00+00:00,C84016,TPP
2019-08-01 00:00:00+00:00,C84017,TPP
2019-08-01 00:00:00+00:00,C84018,TPP
2019-08-01 00:00:00+00:00,C84019,TPP
2019-08-01 00:00:00+00:00,C84020,TPP
2019-08-01 00:00:00+00:00,C84021,TPP
2019-08-01 00:00:00+00:00,C84024,TPP
2019-08-01 00:00:00+00:00,C84025,TPP
2019-08-01 00:00:00+00:00,C84026,TPP
2019-08-01 00:00:00+00:00,C84028,TPP
2019-08-01 00:00:00+00:00,C84029,TPP
2019-08-01 00:00:00+00:00,C84030,TPP
2019-08-01 00:00:00+00:00,C84031,TPP
2019-08-01 00:00:00+00:00,C84032,TPP
2019-08-01 00:00:00+00:00,C84033,TPP
2019-08-01 00:00:00+00:00,C84034,TPP
2019-08-01 00:00:00+00:00,C84035,TPP
2019-08-01 00:00:00+00:00,C84036,TPP
2019-08-01 00:00:00+00:00,C84037,TPP
2019-08-01 00:00:00+00:00,C84039,TPP
2019-08-01 00:00:00+00:00,C84042,TPP
2019-08-01 00:00:00+00:00,C84045,TPP
2019-08-01 00:00:00+00:00,C84046,TPP
2019-08-01 00:00:00+00:00,C84047,TPP
2019-08-01 00:00:00+00:00,C84048,TPP
2019-08-01 00:00:00+00:00,C84049,TPP
2019-08-01 00:00:00+00:00,C84051,TPP
2019-08-01 00:00:00+00:00,C84053,TPP
2019-08-01 00:00:00+00:00,C84055,TPP
2019-08-01 00:00:00+00:00,C84057,TPP
2019-08-01 00:00:00+00:00,C84059,TPP
2019-08-01 00:00:00+00:00,C84060,TPP
2019-08-01 00:00:00+00:00,C84061,TPP
2019-08-01 00:00:00+00:00,C84063,TPP
2019-08-01 00:00:00+00:00,C84064,TPP
2019-08-01 00:00:00+00:00,C84065,TPP
2019-08-01 00:00:00+00:00,C84066,TPP
2019-08-01 00:00:00+00:00,C84067,TPP
2019-08-01 00:00:00+00:00,C84069,TPP
2019-08-01 00:00:00+00:00,C84072,TPP
2019-08-01 00:00:00+00:00,C84074,TPP
2019-08-01 00:00:00+00:00,C84076,TPP
2019-08-01 00:00:00+00:00,C84077,TPP
2019-08-01 00:00:00+00:00,C84078,TPP
2019-08-01 00:00:00+00:00,C84081,TPP
2019-08-01 00:00:00+00:00,C84082,TPP
2019-08-01 00:00:00+00:00,C84084,TPP
2019-08-01 00:00:00+00:00,C84086,TPP
2019-08-01 00:00:00+00:00,C84087,TPP
2019-08-01 00:00:00+00:00,C84091,TPP
2019-08-01 00:00:00+00:00,C84092,TPP
2019-08-01 00:00:00+00:00,C84094,TPP
2019-08-01 00:00:00+00:00,C84095,TPP
2019-08-01 00:00:00+00:00,C84096,TPP
2019-08-01 00:00:00+00:00,C84101,TPP
2019-08-01 00:00:00+00:00,C84103,TPP
2019-08-01 00:00:00+00:00,C84104,TPP
2019-08-01 00:00:00+00:00,C84106,TPP
2019-08-01 00:00:00+00:00,C84112,TPP
2019-08-01 00:00:00+00:00,C84113,TPP
2019-08-01 00:00:00+00:00,C84114,TPP
2019-08-01 00:00:00+00:00,C84115,TPP
2019-08-01 00:00:00+00:00,C84120,TPP
2019-08-01 00:00:00+00:00,C84121,TPP
2019-08-01 00:00:00+00:00,C84122,TPP
2019-08-01 00:00:00+00:00,C84123,TPP
2019-08-01 00:00:00+00:00,C84125,TPP
2019-08-01 00:00:00+00:00,C84127,TPP
2019-08-01 00:00:00+00:00,C84129,TPP
2019-08-01 00:00:00+00:00,C84131,TPP
2019-08-01 00:00:00+00:00,C84133,TPP
2019-08-01 00:00:00+00:00,C84135,TPP
2019-08-01 00:00:00+00:00,C84138,TPP
2019-08-01 00:00:00+00:00,C84140,TPP
2019-08-01 00:00:00+00:00,C84142,TPP
2019-08-01 00:00:00+00:00,C84144,TPP
2019-08-01 00:00:00+00:00,C84145,TPP
2019-08-01 00:00:00+00:00,C84146,TPP
2019-08-01 00:00:00+00:00,C84149,TPP
2019-08-01 00:00:00+00:00,C84150,TPP
2019-08-01 00:00:00+00:00,C84151,TPP
2019-08-01 00:00:00+00:00,C84605,TPP
2019-08-01 00:00:00+00:00,C84612,TPP
2019-08-01 00:00:00+00:00,C84613,TPP
2019-08-01 00:00:00+00:00,C84619,TPP
2019-08-01 00:00:00+00:00,C84621,TPP
2019-08-01 00:00:00+00:00,C84624,TPP
2019-08-01 00:00:00+00:00,C84629,TPP
2019-08-01 00:00:00+00:00,C84633,TPP
2019-08-01 00:00:00+00:00,C84637,TPP
2019-08-01 00:00:00+00:00,C84646,TPP
2019-08-01 00:00:00+00:00,C84647,TPP
2019-08-01 00:00:00+00:00,C84650,TPP
2019-08-01 00:00:00+00:00,C84654,TPP
2019-08-01 00:00:00+00:00,C84656,TPP
2019-08-01 00:00:00+00:00,C84658,TPP
2019-08-01 00:00:00+00:00,C84660,TPP
2019-08-01 00:00:00+00:00,C84664,TPP
2019-08-01 00:00:00+00:00,C84666,TPP
2019-08-01 00:00:00+00:00,C84667,TPP
2019-08-01 00:00:00+00:00,C84675,TPP
2019-08-01 00:00:00+00:00,C84676,TPP
2019-08-01 00:00:00+00:00,C84679,TPP
2019-08-01 00:00:00+00:00,C84680,TPP
2019-08-01 00:00:00+00:00,C84682,TPP
2019-08-01 00:00:00+00:00,C84683,TPP
2019-08-01 00:00:00+00:00,C84688,TPP
2019-08-01 00:00:00+00:00,C84691,TPP
2019-08-01 00:00:00+00:00,C84694,TPP
2019-08-01 00:00:00+00:00,C84695,TPP
2019-08-01 00:00:00+00:00,C84696,TPP
2019-08-01 00:00:00+00:00,C84698,TPP
2019-08-01 00:00:00+00:00,C84703,TPP
2019-08-01 00:00:00+00:00,C84704,TPP
2019-08-01 00:00:00+00:00,C84705,TPP
2019-08-01 00:00:00+00:00,C84709,TPP
2019-08-01 00:00:00+00:00,C84710,TPP
2019-08-01 00:00:00+00:00,C84717,TPP
2019-08-01 00:00:00+00:00,C84720,TPP
2019-08-01 00:00:00+00:00,C85001,TPP
2019-08-01 00:00:00+00:00,C85005,TPP
2019-08-01 00:00:00+00:00,C85009,TPP
2019-08-01 00:00:00+00:00,C85010,TPP
2019-08-01 00:00:00+00:00,C85013,TPP
2019-08-01 00:00:00+00:00,C85017,TPP
2019-08-01 00:00:00+00:00,C85023,TPP
2019-08-01 00:00:00+00:00,C85619,TPP
2019-08-01 00:00:00+00:00,C85624,TPP
2019-08-01 00:00:00+00:00,C86003,TPP
2019-08-01 00:00:00+00:00,C86007,TPP
2019-08-01 00:00:00+00:00,C86009,TPP
2019-08-01 00:00:00+00:00,C86011,TPP
2019-08-01 00:00:00+00:00,C86012,TPP
2019-08-01 00:00:00+00:00,C86013,TPP
2019-08-01 00:00:00+00:00,C86014,TPP
2019-08-01 00:00:00+00:00,C86016,TPP
2019-08-01 00:00:00+00:00,C86017,TPP
2019-08-01 00:00:00+00:00,C86021,TPP
2019-08-01 00:00:00+00:00,C86025,TPP
2019-08-01 00:00:00+00:00,C86029,TPP
2019-08-01 00:00:00+00:00,C86037,TPP
2019-08-01 00:00:00+00:00,C86605,TPP
2019-08-01 00:00:00+00:00,C86609,TPP
2019-08-01 00:00:00+00:00,C86611,TPP
2019-08-01 00:00:00+00:00,C86613,TPP
2019-08-01 00:00:00+00:00,C86614,TPP
2019-08-01 00:00:00+00:00,C86616,TPP
2019-08-01 00:00:00+00:00,C86621,TPP
2019-08-01 00:00:00+00:00,C86625,TPP
2019-08-01 00:00:00+00:00,C87002,TPP
2019-08-01 00:00:00+00:00,C87003,TPP
2019-08-01 00:00:00+00:00,C87005,TPP
2019-08-01 00:00:00+00:00,C87006,TPP
2019-08-01 00:00:00+00:00,C87007,TPP
2019-08-01 00:00:00+00:00,C87008,TPP
2019-08-01 00:00:00+00:00,C87010,TPP
2019-08-01 00:00:00+00:00,C87012,TPP
2019-08-01 00:00:00+00:00,C87013,TPP
2019-08-01 00:00:00+00:00,C87014,TPP
2019-08-01 00:00:00+00:00,C87020,TPP
2019-08-01 00:00:00+00:00,C87022,TPP
2019-08-01 00:00:00+00:00,C87024,TPP
2019-08-01 00:00:00+00:00,C87029,TPP
2019-08-01 00:00:00+00:00,C87030,TPP
2019-08-01 00:00:00+00:00,C87031,TPP
2019-08-01 00:00:00+00:00,C87603,TPP
2019-08-01 00:00:00+00:00,C87604,TPP
2019-08-01 00:00:00+00:00,C87606,TPP
2019-08-01 00:00:00+00:00,C87608,TPP
2019-08-01 00:00:00+00:00,C87616,TPP
2019-08-01 00:00:00+00:00,C87620,TPP
2019-08-01 00:00:00+00:00,C87621,TPP
2019-08-01 00:00:00+00:00,C87622,TPP
2019-08-01 00:00:00+00:00,C88009,TPP
2019-08-01 00:00:00+00:00,C88010,TPP
2019-08-01 00:00:00+00:00,C88011,TPP
2019-08-01 00:00:00+00:00,C88016,TPP
2019-08-01 00:00:00+00:00,C88018,TPP
2019-08-01 00:00:00+00:00,C88020,TPP
2019-08-01 00:00:00+00:00,C88021,TPP
2019-08-01 00:00:00+00:00,C88022,TPP
2019-08-01 00:00:00+00:00,C88023,TPP
2019-08-01 00:00:00+00:00,C88024,TPP
2019-08-01 00:00:00+00:00,C88025,TPP
2019-08-01 00:00:00+00:00,C88026,TPP
2019-08-01 00:00:00+00:00,C88027,TPP
2019-08-01 00:00:00+00:00,C88031,TPP
2019-08-01 00:00:00+00:00,C88034,TPP
2019-08-01 00:00:00+00:00,C88036,TPP
2019-08-01 00:00:00+00:00,C88038,TPP
2019-08-01 00:00:00+00:00,C88039,TPP
2019-08-01 00:00:00+00:00,C88040,TPP
2019-08-01 00:00:00+00:00,C88041,TPP
2019-08-01 00:00:00+00:00,C88043,TPP
2019-08-01 00:00:00+00:00,C88044,TPP
2019-08-01 00:00:00+00:00,C88045,TPP
2019-08-01 00:00:00+00:00,C88046,TPP
2019-08-01 00:00:00+00:00,C88047,TPP
2019-08-01 00:00:00+00:00,C88048,TPP
2019-08-01 00:00:00+00:00,C88049,TPP
2019-08-01 00:00:00+00:00,C88050,TPP
2019-08-01 00:00:00+00:00,C88051,TPP
2019-08-01 00:00:00+00:00,C88052,TPP
2019-08-01 00:00:00+00:00,C88053,TPP
2019-08-01 00:00:00+00:00,C88059,TPP
2019-08-01 00:00:00+00:00,C88060,TPP
2019-08-01 00:00:00+00:00,C88062,TPP
2019-08-01 00:00:00+00:00,C88068,TPP
2019-08-01 00:00:00+00:00,C88069,TPP
2019-08-01 00:00:00+00:00,C88072,TPP
2019-08-01 00:00:00+00:00,C88074,TPP
2019-08-01 00:00:00+00:00,C88077,TPP
2019-08-01 00:00:00+00:00,C88078,TPP
2019-08-01 00:00:00+00:00,C88079,TPP
2019-08-01 00:00:00+00:00,C88083,TPP
2019-08-01 00:00:00+00:00,C88084,TPP
2019-08-01 00:00:00+00:00,C88086,TPP
2019-08-01 00:00:00+00:00,C88087,TPP
2019-08-01 00:00:00+00:00,C88090,TPP
2019-08-01 00:00:00+00:00,C88092,TPP
2019-08-01 00:00:00+00:00,C88095,TPP
2019-08-01 00:00:00+00:00,C88096,TPP
2019-08-01 00:00:00+00:00,C88622,TPP
2019-08-01 00:00:00+00:00,C88647,TPP
2019-08-01 00:00:00+00:00,C88648,TPP
2019-08-01 00:00:00+00:00,C88652,TPP
2019-08-01 00:00:00+00:00,C88656,TPP
2019-08-01 00:00:00+00:00,D81001,TPP
2019-08-01 00:00:00+00:00,D81002,TPP
2019-08-01 00:00:00+00:00,D81003,TPP
2019-08-01 00:00:00+00:00,D81005,TPP
2019-08-01 00:00:00+00:00,D81008,TPP
2019-08-01 00:00:00+00:00,D81010,TPP
2019-08-01 00:00:00+00:00,D81011,TPP
2019-08-01 00:00:00+00:00,D81012,TPP
2019-08-01 00:00:00+00:00,D81013,TPP
2019-08-01 00:00:00+00:00,D81014,TPP
2019-08-01 00:00:00+00:00,D81015,TPP
2019-08-01 00:00:00+00:00,D81017,TPP
2019-08-01 00:00:00+00:00,D81018,TPP
2019-08-01 00:00:00+00:00,D81019,TPP
2019-08-01 00:00:00+00:00,D81021,TPP
2019-08-01 00:00:00+00:00,D81022,TPP
2019-08-01 00:00:00+00:00,D81023,TPP
2019-08-01 00:00:00+00:00,D81026,TPP
2019-08-01 00:00:00+00:00,D81029,TPP
2019-08-01 00:00:00+00:00,D81031,TPP
2019-08-01 00:00:00+00:00,D81033,TPP
2019-08-01 00:00:00+00:00,D81034,TPP
2019-08-01 00:00:00+00:00,D81036,TPP
2019-08-01 00:00:00+00:00,D81037,TPP
2019-08-01 00:00:00+00:00,D81038,TPP
2019-08-01 00:00:00+00:00,D81040,TPP
2019-08-01 00:00:00+00:00,D81041,TPP
2019-08-01 00:00:00+00:00,D81042,TPP
2019-08-01 00:00:00+00:00,D81043,TPP
2019-08-01 00:00:00+00:00,D81044,TPP
2019-08-01 00:00:00+00:00,D81046,TPP
2019-08-01 00:00:00+00:00,D81047,TPP
2019-08-01 00:00:00+00:00,D81049,TPP
2019-08-01 00:00:00+00:00,D81050,TPP
2019-08-01 00:00:00+00:00,D81051,TPP
2019-08-01 00:00:00+00:00,D81052,TPP
2019-08-01 00:00:00+00:00,D81055,TPP
2019-08-01 00:00:00+00:00,D81057,TPP
2019-08-01 00:00:00+00:00,D81059,TPP
2019-08-01 00:00:00+00:00,D81061,TPP
2019-08-01 00:00:00+00:00,D81062,TPP
2019-08-01 00:00:00+00:00,D81064,TPP
2019-08-01 00:00:00+00:00,D81065,TPP
2019-08-01 00:00:00+00:00,D81066,TPP
2019-08-01 00:00:00+00:00,D81070,TPP
2019-08-01 00:00:00+00:00,D81073,TPP
2019-08-01 00:00:00+00:00,D81078,TPP
2019-08-01 00:00:00+00:00,D81081,TPP
2019-08-01 00:00:00+00:00,D81082,TPP
2019-08-01 00:00:00+00:00,D81084,TPP
2019-08-01 00:00:00+00:00,D81086,TPP
2019-08-01 00:00:00+00:00,D81602,TPP
2019-08-01 00:00:00+00:00,D81603,TPP
2019-08-01 00:00:00+00:00,D81606,TPP
2019-08-01 00:00:00+00:00,D81607,TPP
2019-08-01 00:00:00+00:00,D81611,TPP
2019-08-01 00:00:00+00:00,D81615,TPP
2019-08-01 00:00:00+00:00,D81618,TPP
2019-08-01 00:00:00+00:00,D81622,TPP
2019-08-01 00:00:00+00:00,D81623,TPP
2019-08-01 00:00:00+00:00,D81624,TPP
2019-08-01 00:00:00+00:00,D81625,TPP
2019-08-01 00:00:00+00:00,D81629,TPP
2019-08-01 00:00:00+00:00,D81630,TPP
2019-08-01 00:00:00+00:00,D81631,TPP
2019-08-01 00:00:00+00:00,D81633,TPP
2019-08-01 00:00:00+00:00,D81637,TPP
2019-08-01 00:00:00+00:00,D81645,TPP
2019-08-01 00:00:00+00:00,D82010,TPP
2019-08-01 00:00:00+00:00,D82015,TPP
2019-08-01 00:00:00+00:00,D82022,TPP
2019-08-01 00:00:00+00:00,D82027,TPP
2019-08-01 00:00:00+00:00,D82035,TPP
2019-08-01 00:00:00+00:00,D82036,TPP
2019-08-01 00:00:00+00:00,D82043,TPP
2019-08-01 00:00:00+00:00,D82044,TPP
2019-08-01 00:00:00+00:00,D82045,TPP
2019-08-01 00:00:00+00:00,D82046,TPP
2019-08-01 00:00:00+00:00,D82051,TPP
2019-08-01 00:00:00+00:00,D82069,TPP
2019-08-01 00:00:00+00:00,D82078,TPP
2019-08-01 00:00:00+00:00,D82079,TPP
2019-08-01 00:00:00+00:00,D82084,TPP
2019-08-01 00:00:00+00:00,D82085,TPP
2019-08-01 00:00:00+00:00,D82099,TPP
2019-08-01 00:00:00+00:00,D82100,TPP
2019-08-01 00:00:00+00:00,D82105,TPP
2019-08-01 00:00:00+00:00,D82618,TPP
2019-08-01 00:00:00+00:00,D82624,TPP
2019-08-01 00:00:00+00:00,D82641,TPP
2019-08-01 00:00:00+00:00,D83001,TPP
2019-08-01 00:00:00+00:00,D83004,TPP
2019-08-01 00:00:00+00:00,D83006,TPP
2019-08-01 00:00:00+00:00,D83007,TPP
2019-08-01 00:00:00+00:00,D83008,TPP
2019-08-01 00:00:00+00:00,D83012,TPP
2019-08-01 00:00:00+00:00,D83013,TPP
2019-08-01 00:00:00+00:00,D83015,TPP
2019-08-01 00:00:00+00:00,D83019,TPP
2019-08-01 00:00:00+00:00,D83020,TPP
2019-08-01 00:00:00+00:00,D83021,TPP
2019-08-01 00:00:00+00:00,D83024,TPP
2019-08-01 00:00:00+00:00,D83026,TPP
2019-08-01 00:00:00+00:00,D83027,TPP
2019-08-01 00:00:00+00:00,D83028,TPP
2019-08-01 00:00:00+00:00,D83029,TPP
2019-08-01 00:00:00+00:00,D83036,TPP
2019-08-01 00:00:00+00:00,D83037,TPP
2019-08-01 00:00:00+00:00,D83038,TPP
2019-08-01 00:00:00+00:00,D83039,TPP
2019-08-01 00:00:00+00:00,D83041,TPP
2019-08-01 00:00:00+00:00,D83043,TPP
2019-08-01 00:00:00+00:00,D83044,TPP
2019-08-01 00:00:00+00:00,D83045,TPP
2019-08-01 00:00:00+00:00,D83046,TPP
2019-08-01 00:00:00+00:00,D83048,TPP
2019-08-01 00:00:00+00:00,D83049,TPP
2019-08-01 00:00:00+00:00,D83050,TPP
2019-08-01 00:00:00+00:00,D83051,TPP
2019-08-01 00:00:00+00:00,D83054,TPP
2019-08-01 00:00:00+00:00,D83056,TPP
2019-08-01 00:00:00+00:00,D83057,TPP
2019-08-01 00:00:00+00:00,D83058,TPP
2019-08-01 00:00:00+00:00,D83059,TPP
2019-08-01 00:00:00+00:00,D83061,TPP
2019-08-01 00:00:00+00:00,D83062,TPP
2019-08-01 00:00:00+00:00,D83064,TPP
2019-08-01 00:00:00+00:00,D83067,TPP
2019-08-01 00:00:00+00:00,D83073,TPP
2019-08-01 00:00:00+00:00,D83074,TPP
2019-08-01 00:00:00+00:00,D83075,TPP
2019-08-01 00:00:00+00:00,D83078,TPP
2019-08-01 00:00:00+00:00,D83079,TPP
2019-08-01 00:00:00+00:00,D83080,TPP
2019-08-01 00:00:00+00:00,D83081,TPP
2019-08-01 00:00:00+00:00,D83082,TPP
2019-08-01 00:00:00+00:00,D83084,TPP
2019-08-01 00:00:00+00:00,D83610,TPP
2019-08-01 00:00:00+00:00,D83615,TPP
2019-08-01 00:00:00+00:00,D83619,TPP
2019-08-01 00:00:00+00:00,E81001,TPP
2019-08-01 00:00:00+00:00,E81002,TPP
2019-08-01 00:00:00+00:00,E81003,TPP
2019-08-01 00:00:00+00:00,E81004,TPP
